,negative,positive,total
stabl,22.0,35.0,57.0
stacey,0.0,1.0,1.0
stach,0.0,1.0,1.0
staci,0.0,1.0,1.0
stacia,0.0,1.0,1.0
stack,15.0,20.0,35.0
stackhous,1.0,0.0,1.0
stackpol,1.0,0.0,1.0
stadium,1.0,0.0,1.0
staedi,0.0,1.0,1.0
staf,0.0,1.0,1.0
stage,17.0,10.0,27.0
stagecoach,1.0,0.0,1.0
stager,0.0,1.0,1.0
stagger,2.0,8.0,10.0
stagi,1.0,0.0,1.0
stagnant,6.0,2.0,8.0
stagnat,1.0,0.0,1.0
staid,0.0,2.0,2.0
staight,1.0,1.0,2.0
stailess,1.0,0.0,1.0
stain,27.0,32.0,59.0
stainabl,4.0,0.0,4.0
staind,3.0,2.0,5.0
stainless,27.0,9.0,36.0
staion,1.0,0.0,1.0
stair,0.0,3.0,3.0
staisfi,0.0,2.0,2.0
stake,2.0,2.0,4.0
stakeout,0.0,1.0,1.0
stale,30.0,11.0,41.0
stalem,0.0,1.0,1.0
stalin,0.0,1.0,1.0
stalingrad,3.0,1.0,4.0
stalk,4.0,7.0,11.0
stalker,1.0,0.0,1.0
stalkerish,0.0,1.0,1.0
stall,4.0,3.0,7.0
stallon,5.0,0.0,5.0
stalwart,3.0,0.0,3.0
stamina,1.0,1.0,2.0
stamp,8.0,7.0,15.0
stan,9.0,11.0,20.0
stanardvill,0.0,1.0,1.0
stanc,1.0,0.0,1.0
stanch,1.0,0.0,1.0
stand,330.0,376.0,706.0
standaard,1.0,0.0,1.0
standar,0.0,1.0,1.0
standard,159.0,93.0,252.0
standart,1.0,0.0,1.0
standbi,2.0,2.0,4.0
standish,0.0,1.0,1.0
standout,3.0,6.0,9.0
standstil,0.0,3.0,3.0
standup,0.0,2.0,2.0
stanger,0.0,1.0,1.0
stanislaski,3.0,0.0,3.0
stank,1.0,0.0,1.0
stanki,2.0,0.0,2.0
stanley,11.0,4.0,15.0
stanz,1.0,0.0,1.0
stanza,1.0,1.0,2.0
stapl,17.0,7.0,24.0
stapp,2.0,1.0,3.0
star,356.0,353.0,709.0
starbuck,2.0,3.0,5.0
starchi,1.0,0.0,1.0
starcraft,1.0,0.0,1.0
stardom,2.0,2.0,4.0
stardust,0.0,1.0,1.0
stare,27.0,21.0,48.0
starer,1.0,0.0,1.0
starfish,0.0,1.0,1.0
starforc,1.0,0.0,1.0
stargat,4.0,2.0,6.0
stark,5.0,8.0,13.0
starl,14.0,8.0,22.0
starlight,0.0,1.0,1.0
starman,0.0,1.0,1.0
starr,1.0,0.0,1.0
starrcad,0.0,1.0,1.0
starrett,2.0,0.0,2.0
starri,1.0,1.0,2.0
starringth,1.0,0.0,1.0
starsailor,0.0,1.0,1.0
starsbor,2.0,0.0,2.0
starshav,1.0,0.0,1.0
starship,2.0,1.0,3.0
starski,1.0,0.0,1.0
starsof,1.0,0.0,1.0
start,1439.0,1298.0,2737.0
startedthink,0.0,1.0,1.0
starteg,0.0,1.0,1.0
starter,9.0,11.0,20.0
startin,0.0,1.0,1.0
startl,6.0,24.0,30.0
startrek,1.0,0.0,1.0
startup,1.0,0.0,1.0
startyour,1.0,0.0,1.0
starv,17.0,6.0,23.0
starwar,1.0,0.0,1.0
starz,0.0,1.0,1.0
stash,1.0,2.0,3.0
stasi,1.0,0.0,1.0
stat,1.0,1.0,2.0
state,235.0,102.0,337.0
staten,0.0,2.0,2.0
stateshi,0.0,1.0,1.0
statham,0.0,1.0,1.0
static,106.0,30.0,136.0
station,4.0,4.0,8.0
stationa,1.0,0.0,1.0
stationari,7.0,4.0,11.0
statist,4.0,11.0,15.0
statit,0.0,1.0,1.0
statment,1.0,0.0,1.0
statu,0.0,2.0,2.0
statuatori,1.0,0.0,1.0
stauber,1.0,0.0,1.0
staunch,0.0,3.0,3.0
stave,0.0,1.0,1.0
stax,0.0,2.0,2.0
stay,690.0,420.0,1110.0
stayflex,0.0,1.0,1.0
stayl,1.0,0.0,1.0
stayscool,0.0,1.0,1.0
std,2.0,0.0,2.0
steadfast,3.0,1.0,4.0
steadi,16.0,26.0,42.0
steadili,13.0,4.0,17.0
steak,3.0,4.0,7.0
steakley,0.0,1.0,1.0
steal,43.0,60.0,103.0
stealabl,1.0,0.0,1.0
stealth,1.0,0.0,1.0
steam,20.0,12.0,32.0
steamer,1.0,0.0,1.0
steami,7.0,9.0,16.0
steamier,0.0,1.0,1.0
steamiest,0.0,1.0,1.0
stear,2.0,0.0,2.0
stearic,1.0,0.0,1.0
steed,0.0,2.0,2.0
steel,3.0,1.0,4.0
steeler,0.0,1.0,1.0
steeli,5.0,6.0,11.0
steelpan,0.0,1.0,1.0
steep,11.0,12.0,23.0
steer,34.0,13.0,47.0
stefan,1.0,0.0,1.0
stefani,1.0,0.0,1.0
stefano,0.0,1.0,1.0
stegosaurus,0.0,1.0,1.0
stein,1.0,1.0,2.0
steinbeck,3.0,6.0,9.0
steinem,1.0,0.0,1.0
steiner,0.0,3.0,3.0
steinham,1.0,0.0,1.0
steinman,0.0,1.0,1.0
stellar,24.0,30.0,54.0
steller,0.0,1.0,1.0
stem,11.0,5.0,16.0
steme,0.0,1.0,1.0
stench,0.0,1.0,1.0
stendhal,1.0,0.0,1.0
stenn,2.0,0.0,2.0
step,46.0,74.0,120.0
stepchildren,0.0,1.0,1.0
stepford,1.0,0.0,1.0
stephan,0.0,2.0,2.0
stephani,3.0,8.0,11.0
stephen,36.0,30.0,66.0
stephenson,0.0,1.0,1.0
stepmom,0.0,1.0,1.0
stepmoth,1.0,1.0,2.0
stepp,0.0,1.0,1.0
stepper,0.0,2.0,2.0
stepson,0.0,1.0,1.0
stereo,14.0,6.0,20.0
stereolab,0.0,1.0,1.0
stereophon,0.0,1.0,1.0
stereoscop,1.0,0.0,1.0
stereotyp,45.0,13.0,58.0
stereotypci,1.0,0.0,1.0
steril,6.0,8.0,14.0
sterilez,0.0,1.0,1.0
sterilis,0.0,1.0,1.0
sterilit,0.0,1.0,1.0
steriotyp,1.0,0.0,1.0
sterl,2.0,2.0,4.0
stern,1.0,6.0,7.0
sterotyp,4.0,3.0,7.0
stethoscop,0.0,1.0,1.0
steve,44.0,59.0,103.0
steven,34.0,23.0,57.0
stevenlazer,0.0,1.0,1.0
stevenson,0.0,6.0,6.0
stevi,3.0,20.0,23.0
stevia,2.0,0.0,2.0
stew,0.0,5.0,5.0
steward,0.0,1.0,1.0
stewardess,1.0,0.0,1.0
stewart,18.0,19.0,37.0
sth,0.0,1.0,1.0
stice,1.0,0.0,1.0
stich,2.0,0.0,2.0
stick,336.0,158.0,494.0
stickalso,1.0,0.0,1.0
sticker,1.0,1.0,2.0
sticki,44.0,33.0,77.0
stickshift,0.0,1.0,1.0
stieg,0.0,1.0,1.0
stienbeck,2.0,0.0,2.0
stif,2.0,0.0,2.0
stiff,49.0,43.0,92.0
stiffen,1.0,0.0,1.0
stiffer,0.0,3.0,3.0
stiffist,0.0,1.0,1.0
stiffler,0.0,2.0,2.0
stifl,2.0,1.0,3.0
stike,1.0,0.0,1.0
stil,1.0,2.0,3.0
stila,1.0,0.0,1.0
stiletto,1.0,0.0,1.0
stilist,1.0,0.0,1.0
still,1865.0,2426.0,4291.0
stilla,0.0,1.0,1.0
stillborn,1.0,0.0,1.0
stiller,0.0,2.0,2.0
stillexcel,0.0,1.0,1.0
stillhav,1.0,1.0,2.0
stilll,1.0,0.0,1.0
stillmat,1.0,1.0,2.0
stillnoth,1.0,0.0,1.0
stillsound,0.0,1.0,1.0
stillwat,0.0,1.0,1.0
stillwel,0.0,1.0,1.0
stilt,34.0,2.0,36.0
stilyz,1.0,0.0,1.0
stimul,11.0,24.0,35.0
stimulus,0.0,1.0,1.0
stine,1.0,3.0,4.0
sting,10.0,7.0,17.0
stinger,0.0,1.0,1.0
stingi,3.0,0.0,3.0
stink,103.0,15.0,118.0
stinkburg,1.0,0.0,1.0
stinker,5.0,0.0,5.0
stinkerstay,1.0,0.0,1.0
stinki,2.0,5.0,7.0
stinkin,1.0,0.0,1.0
stipe,2.0,2.0,4.0
stipend,1.0,0.0,1.0
stipud,1.0,0.0,1.0
stipul,0.0,1.0,1.0
stir,14.0,34.0,48.0
stirk,1.0,0.0,1.0
stirl,1.0,1.0,2.0
stitch,17.0,4.0,21.0
stitchdvmik,0.0,1.0,1.0
stl,1.0,0.0,1.0
stle,0.0,2.0,2.0
stll,1.0,2.0,3.0
stlll,1.0,0.0,1.0
stm,0.0,1.0,1.0
stnd,0.0,1.0,1.0
sto,0.0,1.0,1.0
stob,1.0,0.0,1.0
stochast,0.0,3.0,3.0
stock,13.0,16.0,29.0
stockard,0.0,1.0,1.0
stockholm,1.0,2.0,3.0
stodgi,7.0,0.0,7.0
stoic,2.0,1.0,3.0
stoke,2.0,1.0,3.0
stole,19.0,22.0,41.0
stolen,31.0,33.0,64.0
stolid,0.0,1.0,1.0
stoll,0.0,4.0,4.0
stolt,0.0,1.0,1.0
stoltzman,1.0,0.0,1.0
stomach,26.0,7.0,33.0
stomp,3.0,6.0,9.0
stomper,0.0,1.0,1.0
stompi,1.0,0.0,1.0
stompier,0.0,1.0,1.0
stone,24.0,23.0,47.0
stoner,1.0,0.0,1.0
stonewal,0.0,1.0,1.0
stonewar,0.0,1.0,1.0
stonewyck,0.0,1.0,1.0
stoneyfield,1.0,0.0,1.0
stong,1.0,1.0,2.0
stongest,0.0,1.0,1.0
stongpod,0.0,1.0,1.0
stonyfield,1.0,0.0,1.0
stood,20.0,32.0,52.0
stoog,2.0,1.0,3.0
stool,0.0,1.0,1.0
stoop,7.0,3.0,10.0
stoopid,1.0,0.0,1.0
stop,895.0,492.0,1387.0
stope,5.0,2.0,7.0
stoppd,1.0,0.0,1.0
stopper,1.0,2.0,3.0
stopwatch,0.0,1.0,1.0
storag,2.0,3.0,5.0
store,83.0,91.0,174.0
storekeep,1.0,0.0,1.0
storenorm,1.0,0.0,1.0
stori,8.0,10.0,18.0
storm,5.0,6.0,11.0
stormfur,0.0,1.0,1.0
stormi,0.0,2.0,2.0
storyboard,1.0,0.0,1.0
storylin,19.0,17.0,36.0
storytel,22.0,26.0,48.0
storytim,0.0,1.0,1.0
stoval,0.0,1.0,1.0
stove,5.0,3.0,8.0
stovesid,1.0,0.0,1.0
stovetop,2.0,2.0,4.0
stow,0.0,2.0,2.0
stowaway,1.0,0.0,1.0
stoyanov,0.0,1.0,1.0
stp,5.0,1.0,6.0
str,0.0,1.0,1.0
straddl,0.0,3.0,3.0
straf,0.0,1.0,1.0
stragg,1.0,0.0,1.0
straighforward,0.0,2.0,2.0
straight,210.0,196.0,406.0
straighten,21.0,7.0,28.0
straightforward,9.0,27.0,36.0
straightfoward,0.0,1.0,1.0
straightlac,3.0,0.0,3.0
straightn,0.0,1.0,1.0
strain,28.0,15.0,43.0
strainer,0.0,1.0,1.0
strait,1.0,4.0,5.0
straitforward,0.0,1.0,1.0
straitin,1.0,0.0,1.0
strand,7.0,20.0,27.0
strang,187.0,149.0,336.0
stranger,5.0,13.0,18.0
strangest,5.0,4.0,9.0
strangethat,1.0,0.0,1.0
strangl,6.0,1.0,7.0
strap,13.0,18.0,31.0
strape,0.0,1.0,1.0
stratch,1.0,0.0,1.0
strateg,7.0,5.0,12.0
stratifi,1.0,0.0,1.0
stratospher,1.0,3.0,4.0
stratovarius,0.0,1.0,1.0
stratten,1.0,0.0,1.0
strauss,1.0,3.0,4.0
stravaganza,0.0,2.0,2.0
stravinski,2.0,5.0,7.0
straw,7.0,5.0,12.0
strawberri,7.0,9.0,16.0
strawman,1.0,0.0,1.0
stray,16.0,19.0,35.0
strayhorn,0.0,1.0,1.0
streach,0.0,1.0,1.0
streak,5.0,1.0,6.0
streaki,1.0,0.0,1.0
streakless,0.0,1.0,1.0
stream,34.0,18.0,52.0
streamish,0.0,1.0,1.0
streamlin,2.0,10.0,12.0
strech,3.0,3.0,6.0
strechi,0.0,1.0,1.0
streeeetch,1.0,0.0,1.0
streep,5.0,4.0,9.0
streer,0.0,1.0,1.0
street,3.0,3.0,6.0
streetlif,0.0,1.0,1.0
streetlight,0.0,2.0,2.0
stregheria,2.0,0.0,2.0
stregherian,1.0,0.0,1.0
streighten,1.0,0.0,1.0
streisand,1.0,4.0,5.0
streitz,1.0,0.0,1.0
strength,1.0,4.0,5.0
strengthen,9.0,8.0,17.0
strenuous,1.0,2.0,3.0
stress,15.0,30.0,45.0
stressful,0.0,1.0,1.0
stretch,71.0,35.0,106.0
stretchi,1.0,2.0,3.0
stretchof,1.0,0.0,1.0
strewn,1.0,0.0,1.0
striaght,0.0,1.0,1.0
strick,1.0,1.0,2.0
stricken,5.0,2.0,7.0
strict,25.0,24.0,49.0
strid,0.0,1.0,1.0
stride,4.0,2.0,6.0
strident,3.0,3.0,6.0
strighten,1.0,0.0,1.0
strike,33.0,38.0,71.0
string,27.0,20.0,47.0
stringi,1.0,0.0,1.0
strip,32.0,31.0,63.0
stripe,9.0,3.0,12.0
stripper,1.0,3.0,4.0
strive,10.0,15.0,25.0
strobe,0.0,1.0,1.0
stroke,4.0,6.0,10.0
stroll,3.0,3.0,6.0
stromberg,0.0,1.0,1.0
strong,378.0,569.0,947.0
stronger,43.0,54.0,97.0
strongest,9.0,18.0,27.0
stropharia,1.0,0.0,1.0
strori,0.0,1.0,1.0
strove,0.0,2.0,2.0
struan,0.0,1.0,1.0
struck,28.0,32.0,60.0
structur,24.0,29.0,53.0
structureless,1.0,0.0,1.0
struggel,1.0,0.0,1.0
struggl,114.0,90.0,204.0
strugl,1.0,0.0,1.0
struk,1.0,0.0,1.0
strum,2.0,5.0,7.0
strummer,1.0,1.0,2.0
strung,8.0,3.0,11.0
strut,6.0,3.0,9.0
strye,1.0,0.0,1.0
stryper,3.0,2.0,5.0
stuart,7.0,8.0,15.0
stub,0.0,1.0,1.0
stubb,0.0,2.0,2.0
stubbb,0.0,1.0,1.0
stubbi,1.0,0.0,1.0
stubbl,1.0,0.0,1.0
stubborn,8.0,11.0,19.0
stuck,293.0,88.0,381.0
stucki,0.0,1.0,1.0
stuckwith,1.0,0.0,1.0
stud,9.0,10.0,19.0
studden,1.0,0.0,1.0
stude,0.0,2.0,2.0
student,4.0,5.0,9.0
studentsof,0.0,1.0,1.0
studi,91.0,126.0,217.0
studio,2.0,0.0,2.0
studious,0.0,2.0,2.0
studm,1.0,0.0,1.0
studyingphilosophi,1.0,0.0,1.0
stuf,27.0,8.0,35.0
stuff,50.0,28.0,78.0
stuffer,1.0,0.0,1.0
stuffi,6.0,2.0,8.0
stuggl,1.0,2.0,3.0
stuidest,1.0,0.0,1.0
stuip,1.0,0.0,1.0
stuipid,1.0,0.0,1.0
stuka,1.0,0.0,1.0
stultifi,1.0,0.0,1.0
stumbl,21.0,38.0,59.0
stume,1.0,0.0,1.0
stump,5.0,4.0,9.0
stun,48.0,111.0,159.0
stung,6.0,0.0,6.0
stunk,16.0,2.0,18.0
stunner,0.0,2.0,2.0
stunningbut,1.0,0.0,1.0
stunt,0.0,2.0,2.0
stuntman,1.0,0.0,1.0
stuoid,1.0,0.0,1.0
stupe,3.0,0.0,3.0
stupedest,1.0,0.0,1.0
stupefi,1.0,0.0,1.0
stupend,2.0,3.0,5.0
stupid,632.0,100.0,732.0
stupidest,20.0,0.0,20.0
stupifi,4.0,1.0,5.0
sturdi,54.0,176.0,230.0
sturdier,4.0,13.0,17.0
sturdili,0.0,3.0,3.0
sturgeon,0.0,1.0,1.0
sturgi,1.0,1.0,2.0
sturhl,0.0,1.0,1.0
sturla,0.0,1.0,1.0
stutter,2.0,3.0,5.0
stuy,0.0,1.0,1.0
style,12.0,22.0,34.0
styleit,0.0,1.0,1.0
stylewatch,1.0,0.0,1.0
stylin,0.0,1.0,1.0
stylis,1.0,0.0,1.0
stylish,19.0,46.0,65.0
stylist,12.0,8.0,20.0
styliz,6.0,3.0,9.0
stylus,4.0,1.0,5.0
stymi,1.0,1.0,2.0
styrofoam,1.0,1.0,2.0
styx,1.0,3.0,4.0
styylish,0.0,1.0,1.0
su,8.0,10.0,18.0
suav,6.0,5.0,11.0
sub,79.0,29.0,108.0
subaru,0.0,2.0,2.0
subcod,1.0,0.0,1.0
subconsci,2.0,4.0,6.0
subconsi,0.0,1.0,1.0
subcrib,1.0,0.0,1.0
subdivid,0.0,1.0,1.0
subdu,6.0,5.0,11.0
suberb,0.0,3.0,3.0
subfloor,2.0,0.0,2.0
subhumanoid,1.0,0.0,1.0
subiaco,1.0,0.0,1.0
subject,147.0,107.0,254.0
subjug,1.0,1.0,2.0
sublim,11.0,37.0,48.0
sublimin,6.0,1.0,7.0
submerg,3.0,3.0,6.0
submers,3.0,2.0,5.0
submiss,1.0,2.0,3.0
submit,27.0,13.0,40.0
submitt,1.0,0.0,1.0
submlim,1.0,0.0,1.0
subnet,1.0,2.0,3.0
suboptim,1.0,0.0,1.0
subordin,1.0,0.0,1.0
suborn,1.0,0.0,1.0
subpar,8.0,0.0,8.0
subplot,1.0,1.0,2.0
subscrib,14.0,11.0,25.0
subseqeunt,1.0,0.0,1.0
subsequ,21.0,32.0,53.0
subservi,1.0,1.0,2.0
subsid,3.0,2.0,5.0
subsiqu,1.0,0.0,1.0
subsist,1.0,0.0,1.0
subsitut,0.0,1.0,1.0
substanc,1.0,1.0,2.0
substandard,12.0,2.0,14.0
substant,9.0,1.0,10.0
substanti,32.0,27.0,59.0
substantiali,1.0,0.0,1.0
substat,0.0,1.0,1.0
substitud,1.0,0.0,1.0
substitut,8.0,3.0,11.0
subsum,2.0,0.0,2.0
subt,2.0,8.0,10.0
subterranean,0.0,1.0,1.0
subtext,2.0,0.0,2.0
subtitl,13.0,14.0,27.0
subtl,44.0,80.0,124.0
subtleti,1.0,0.0,1.0
subtley,1.0,0.0,1.0
subtract,3.0,0.0,3.0
suburban,4.0,14.0,18.0
suburbia,1.0,0.0,1.0
subvers,3.0,1.0,4.0
subvert,2.0,2.0,4.0
subwoof,1.0,4.0,5.0
suc,1.0,0.0,1.0
succ,0.0,1.0,1.0
succed,0.0,1.0,1.0
succeed,49.0,52.0,101.0
succes,3.0,3.0,6.0
succesful,0.0,1.0,1.0
success,105.0,111.0,216.0
successfuli,1.0,1.0,2.0
successfulin,0.0,1.0,1.0
successli,1.0,0.0,1.0
successvill,0.0,1.0,1.0
succicnt,0.0,1.0,1.0
succinct,4.0,7.0,11.0
succint,0.0,1.0,1.0
succomb,1.0,0.0,1.0
succubus,1.0,0.0,1.0
succumb,8.0,4.0,12.0
succuss,1.0,0.0,1.0
suce,1.0,0.0,1.0
suceed,1.0,1.0,2.0
sucess,1.0,3.0,4.0
such,1291.0,1133.0,2424.0
suchaladi,0.0,1.0,1.0
suchbright,0.0,1.0,1.0
sucj,1.0,0.0,1.0
suck,513.0,94.0,607.0
sucka,2.0,0.0,2.0
sucker,18.0,2.0,20.0
suckerattitud,1.0,0.0,1.0
sucki,6.0,2.0,8.0
suckiest,3.0,0.0,3.0
suckjob,1.0,0.0,1.0
suckl,2.0,0.0,2.0
suckz,1.0,0.0,1.0
sucralos,6.0,0.0,6.0
suction,2.0,2.0,4.0
sud,1.0,1.0,2.0
sudanes,0.0,1.0,1.0
sudden,111.0,61.0,172.0
suddent,1.0,0.0,1.0
suddenth,1.0,0.0,1.0
suddnen,1.0,0.0,1.0
sudgest,1.0,0.0,1.0
sudoku,1.0,1.0,2.0
sue,19.0,3.0,22.0
sued,2.0,0.0,2.0
suelo,0.0,1.0,1.0
sueno,1.0,0.0,1.0
suess,1.0,0.0,1.0
suffer,144.0,82.0,226.0
suffic,17.0,9.0,26.0
suffici,37.0,29.0,66.0
suffoc,6.0,2.0,8.0
suffus,0.0,1.0,1.0
sufi,0.0,1.0,1.0
sufjan,0.0,1.0,1.0
sugabab,0.0,3.0,3.0
sugar,15.0,9.0,24.0
sugarco,0.0,1.0,1.0
sugare,0.0,1.0,1.0
sugarfre,2.0,0.0,2.0
sugari,6.0,4.0,10.0
sugest,1.0,1.0,2.0
suggest,376.0,235.0,611.0
suggesti,1.0,0.0,1.0
suggestionwhat,0.0,1.0,1.0
suggestth,0.0,1.0,1.0
sugguest,1.0,0.0,1.0
sugjest,0.0,3.0,3.0
suhrhold,0.0,1.0,1.0
sui,2.0,0.0,2.0
suicicid,1.0,0.0,1.0
suicid,16.0,14.0,30.0
suit,63.0,41.0,104.0
suitabl,42.0,37.0,79.0
suitcas,1.0,1.0,2.0
suject,1.0,0.0,1.0
suk,1.0,0.0,1.0
sulfat,1.0,0.0,1.0
sulk,0.0,1.0,1.0
sulki,1.0,0.0,1.0
sullen,0.0,1.0,1.0
sulli,1.0,1.0,2.0
sullivan,2.0,1.0,3.0
sultana,0.0,1.0,1.0
sultri,1.0,5.0,6.0
sum,67.0,29.0,96.0
sumac,0.0,1.0,1.0
sumat,1.0,0.0,1.0
sume,1.0,0.0,1.0
sumen,0.0,1.0,1.0
sumer,0.0,1.0,1.0
sumerian,1.0,0.0,1.0
sumi,1.0,0.0,1.0
summar,24.0,19.0,43.0
summari,23.0,16.0,39.0
summarili,3.0,3.0,6.0
summaris,0.0,2.0,2.0
summat,0.0,1.0,1.0
summer,3.0,0.0,3.0
summerset,0.0,1.0,1.0
summerteeth,0.0,2.0,2.0
summertim,3.0,1.0,4.0
summin,0.0,1.0,1.0
summon,4.0,2.0,6.0
sumptious,1.0,0.0,1.0
sumptuous,0.0,3.0,3.0
sumth,1.0,0.0,1.0
sun,10.0,6.0,16.0
sunbath,1.0,0.0,1.0
sunbeam,4.0,0.0,4.0
sunburn,3.0,0.0,3.0
sunburst,0.0,1.0,1.0
suncoast,1.0,0.0,1.0
sunda,1.0,0.0,1.0
sundanc,1.0,0.0,1.0
sunday,8.0,29.0,37.0
sundaythi,0.0,1.0,1.0
sundri,1.0,0.0,1.0
sunflow,1.0,1.0,2.0
sung,16.0,37.0,53.0
sungal,2.0,0.0,2.0
sunglass,1.0,1.0,2.0
sunk,3.0,2.0,5.0
sunkiss,0.0,1.0,1.0
sunlight,0.0,1.0,1.0
sunlit,0.0,1.0,1.0
sunni,15.0,19.0,34.0
sunpentown,1.0,0.0,1.0
sunpro,0.0,2.0,2.0
sunscreen,2.0,0.0,2.0
sunset,4.0,8.0,12.0
sunsetyour,0.0,1.0,1.0
sunshin,3.0,1.0,4.0
sunstant,1.0,0.0,1.0
suntan,0.0,3.0,3.0
suntoucherdin,0.0,1.0,1.0
sunwarm,0.0,1.0,1.0
supe,1.0,0.0,1.0
super,143.0,258.0,401.0
superannu,1.0,0.0,1.0
superb,29.0,195.0,224.0
superbad,1.0,0.0,1.0
superbit,1.0,0.0,1.0
superbl,5.0,23.0,28.0
supercalafrgilisticexpialidosi,0.0,1.0,1.0
superced,1.0,1.0,2.0
superconsci,0.0,2.0,2.0
supercross,1.0,0.0,1.0
superem,0.0,1.0,1.0
superf,3.0,0.0,3.0
superfan,0.0,1.0,1.0
superfi,1.0,1.0,2.0
superfici,67.0,14.0,81.0
superfin,0.0,1.0,1.0
superfl,0.0,1.0,1.0
superflou,1.0,0.0,1.0
superflu,7.0,4.0,11.0
superglu,3.0,3.0,6.0
superhero,3.0,4.0,7.0
superhuman,3.0,1.0,4.0
superies,0.0,1.0,1.0
superif,0.0,1.0,1.0
superimpos,3.0,0.0,3.0
superior,98.0,86.0,184.0
superiorvtech,0.0,1.0,1.0
superis,0.0,1.0,1.0
superkool,0.0,1.0,1.0
superl,2.0,10.0,12.0
superlearn,0.0,1.0,1.0
superman,8.0,24.0,32.0
supermass,0.0,1.0,1.0
supernatern,0.0,1.0,1.0
supernatu,1.0,0.0,1.0
supernatur,32.0,40.0,72.0
supernautr,0.0,1.0,1.0
supernova,0.0,1.0,1.0
supers,2.0,0.0,2.0
supersed,1.0,1.0,2.0
superset,0.0,1.0,1.0
superson,1.0,0.0,1.0
superstar,0.0,5.0,5.0
superstardom,1.0,0.0,1.0
superstiti,1.0,0.0,1.0
superstor,0.0,1.0,1.0
supertrain,0.0,1.0,1.0
superunknown,0.0,2.0,2.0
superunnatur,1.0,0.0,1.0
supervis,5.0,2.0,7.0
superwinch,2.0,0.0,2.0
suphyst,1.0,0.0,1.0
supierior,0.0,1.0,1.0
supliment,0.0,1.0,1.0
suplli,1.0,0.0,1.0
supongo,1.0,0.0,1.0
supoort,1.0,0.0,1.0
suport,0.0,2.0,2.0
supos,4.0,1.0,5.0
suposs,1.0,1.0,2.0
suppass,0.0,1.0,1.0
supper,0.0,1.0,1.0
supperb,0.0,2.0,2.0
supperfici,1.0,0.0,1.0
suppervis,1.0,0.0,1.0
suppl,2.0,1.0,3.0
supplament,0.0,1.0,1.0
supplement,13.0,20.0,33.0
supplementari,0.0,2.0,2.0
suppli,35.0,29.0,64.0
supplier,4.0,1.0,5.0
suppliment,0.0,1.0,1.0
suppor,1.0,0.0,1.0
support,214.0,200.0,414.0
supportwindow,1.0,0.0,1.0
suppos,716.0,179.0,895.0
supposedley,0.0,1.0,1.0
supposeldi,1.0,0.0,1.0
supposr,1.0,0.0,1.0
supposs,1.0,2.0,3.0
suppost,1.0,0.0,1.0
suppport,1.0,0.0,1.0
suppress,5.0,9.0,14.0
suppris,2.0,0.0,2.0
supr,0.0,1.0,1.0
suprem,20.0,21.0,41.0
supress,0.0,3.0,3.0
supris,18.0,65.0,83.0
supriz,1.0,0.0,1.0
supsens,1.0,1.0,2.0
supsur,1.0,0.0,1.0
supurb,1.0,1.0,2.0
sur,1.0,3.0,4.0
sure,1099.0,886.0,1985.0
surefir,2.0,0.0,2.0
sureshot,1.0,0.0,1.0
surest,1.0,0.0,1.0
surf,29.0,21.0,50.0
surfac,15.0,3.0,18.0
surfer,1.0,1.0,2.0
surfin,0.0,2.0,2.0
surg,0.0,5.0,5.0
surgeon,1.0,0.0,1.0
surgeri,0.0,1.0,1.0
surgic,5.0,7.0,12.0
suriv,1.0,1.0,2.0
surli,0.0,1.0,1.0
surmis,4.0,1.0,5.0
surnam,1.0,0.0,1.0
suround,1.0,0.0,1.0
surpas,0.0,1.0,1.0
surpass,12.0,42.0,54.0
surperb,0.0,1.0,1.0
surpiris,0.0,1.0,1.0
surpirs,1.0,0.0,1.0
surpis,1.0,2.0,3.0
surplus,0.0,1.0,1.0
surpris,299.0,491.0,790.0
surprisin,0.0,1.0,1.0
surprisingand,0.0,1.0,1.0
surprisng,0.0,1.0,1.0
surpriz,4.0,3.0,7.0
surprs,0.0,1.0,1.0
surprys,1.0,0.0,1.0
surreal,4.0,20.0,24.0
surrealist,2.0,4.0,6.0
surrelist,1.0,0.0,1.0
surrend,7.0,8.0,15.0
surreptiti,0.0,1.0,1.0
surrond,1.0,0.0,1.0
surround,64.0,55.0,119.0
surv,0.0,1.0,1.0
surviv,72.0,156.0,228.0
survivor,2.0,5.0,7.0
sus,1.0,1.0,2.0
susa,1.0,0.0,1.0
susan,20.0,25.0,45.0
susann,1.0,0.0,1.0
susanna,0.0,3.0,3.0
susannah,1.0,1.0,2.0
susanv,0.0,1.0,1.0
suscept,6.0,2.0,8.0
suse,1.0,0.0,1.0
susequ,0.0,1.0,1.0
sushi,0.0,1.0,1.0
susi,0.0,4.0,4.0
suspect,67.0,35.0,102.0
suspenc,1.0,1.0,2.0
suspend,17.0,11.0,28.0
suspens,57.0,116.0,173.0
suspensefulthi,0.0,1.0,1.0
suspenseless,1.0,0.0,1.0
suspenser,0.0,1.0,1.0
suspensless,1.0,0.0,1.0
susperflu,0.0,1.0,1.0
suspic,0.0,1.0,1.0
suspici,15.0,11.0,26.0
suspos,1.0,2.0,3.0
suss,0.0,1.0,1.0
sustain,13.0,15.0,28.0
sutherland,0.0,1.0,1.0
sutra,0.0,2.0,2.0
suttl,0.0,3.0,3.0
sutton,0.0,1.0,1.0
suuggest,1.0,0.0,1.0
