,negative,positive,total
shortcak,1.0,1.0,2.0
shortchang,6.0,4.0,10.0
shortcom,4.0,2.0,6.0
shortcut,0.0,4.0,4.0
shorten,27.0,30.0,57.0
shorter,47.0,64.0,111.0
shortest,12.0,6.0,18.0
shorthand,1.0,1.0,2.0
shorti,17.0,1.0,18.0
shortland,2.0,0.0,2.0
shortlist,1.0,0.0,1.0
shortliv,1.0,0.0,1.0
shortsight,1.0,2.0,3.0
shos,1.0,0.0,1.0
shostakovich,0.0,1.0,1.0
shot,1314.0,951.0,2265.0
shote,1.0,0.0,1.0
shotgun,28.0,7.0,35.0
shotti,2.0,0.0,2.0
shoudln,0.0,1.0,1.0
shoulda,5.0,0.0,5.0
shoulden,0.0,1.0,1.0
shoulder,11.0,19.0,30.0
shouldn,0.0,1.0,1.0
shouldnt,0.0,2.0,2.0
shouldv,3.0,0.0,3.0
shounen,0.0,1.0,1.0
shout,164.0,89.0,253.0
shove,95.0,59.0,154.0
shovel,13.0,2.0,15.0
show,4035.0,4808.0,8843.0
showbiz,2.0,2.0,4.0
showboat,2.0,4.0,6.0
showcas,96.0,137.0,233.0
showdown,13.0,16.0,29.0
shower,121.0,41.0,162.0
showerman,1.0,0.0,1.0
showgirl,11.0,6.0,17.0
showi,6.0,15.0,21.0
showier,0.0,1.0,1.0
showiest,0.0,1.0,1.0
showman,1.0,3.0,4.0
showmanship,1.0,3.0,4.0
shown,905.0,1125.0,2030.0
showoffi,0.0,1.0,1.0
showpiec,1.0,1.0,2.0
showshin,1.0,0.0,1.0
showstop,1.0,1.0,2.0
showtim,28.0,19.0,47.0
showzen,0.0,1.0,1.0
shrank,1.0,0.0,1.0
shreck,0.0,9.0,9.0
shred,68.0,17.0,85.0
shredder,2.0,0.0,2.0
shrek,9.0,7.0,16.0
shrew,5.0,2.0,7.0
shrewd,9.0,22.0,31.0
shrewder,1.0,0.0,1.0
shrewish,6.0,3.0,9.0
shrieber,1.0,0.0,1.0
shriek,37.0,12.0,49.0
shriekfest,0.0,2.0,2.0
shrift,1.0,0.0,1.0
shrill,20.0,12.0,32.0
shrimp,0.0,1.0,1.0
shrine,1.0,1.0,2.0
shrink,27.0,24.0,51.0
shrinkwrap,1.0,0.0,1.0
shrivel,4.0,3.0,7.0
shriver,0.0,1.0,1.0
shroud,12.0,18.0,30.0
shrub,1.0,0.0,1.0
shrubland,0.0,1.0,1.0
shrug,22.0,11.0,33.0
shrunk,6.0,4.0,10.0
shrunken,9.0,5.0,14.0
shshshing,1.0,0.0,1.0
sht,1.0,0.0,1.0
shtick,7.0,4.0,11.0
shtrafnoy,0.0,1.0,1.0
shtti,1.0,0.0,1.0
shu,5.0,2.0,7.0
shuck,2.0,4.0,6.0
shud,0.0,3.0,3.0
shudder,19.0,12.0,31.0
shudderi,0.0,2.0,2.0
shue,12.0,6.0,18.0
shuffl,33.0,8.0,41.0
shug,0.0,4.0,4.0
shugoro,0.0,1.0,1.0
shuichi,1.0,1.0,2.0
shumlin,0.0,2.0,2.0
shun,21.0,43.0,64.0
shunji,0.0,1.0,1.0
shunt,2.0,3.0,5.0
shuriken,0.0,1.0,1.0
shush,1.0,0.0,1.0
shushant,1.0,0.0,1.0
shushui,0.0,2.0,2.0
shusuk,4.0,0.0,4.0
shut,195.0,111.0,306.0
shutdown,2.0,0.0,2.0
shute,0.0,4.0,4.0
shutter,6.0,2.0,8.0
shuttl,27.0,6.0,33.0
shux,0.0,1.0,1.0
shvorin,0.0,1.0,1.0
shwaa,1.0,1.0,2.0
shwing,0.0,1.0,1.0
shyama,0.0,2.0,2.0
shyamalan,2.0,0.0,2.0
shyamgop,0.0,3.0,3.0
shyan,0.0,1.0,1.0
shyer,2.0,2.0,4.0
shyest,1.0,0.0,1.0
shylock,2.0,21.0,23.0
shyness,1.0,2.0,3.0
shys,0.0,1.0,1.0
shyster,2.0,1.0,3.0
shyt,1.0,0.0,1.0
shyte,1.0,0.0,1.0
si,5.0,2.0,7.0
siam,2.0,0.0,2.0
siames,6.0,7.0,13.0
sian,1.0,1.0,2.0
siberia,3.0,2.0,5.0
siberiad,0.0,1.0,1.0
siberian,2.0,9.0,11.0
siberl,0.0,2.0,2.0
sibil,0.0,1.0,1.0
sibl,17.0,32.0,49.0
sibrel,4.0,0.0,4.0
sic,22.0,8.0,30.0
sica,1.0,0.0,1.0
sicer,0.0,1.0,1.0
sicheritz,1.0,0.0,1.0
sichuan,0.0,4.0,4.0
sicial,0.0,1.0,1.0
sicili,8.0,20.0,28.0
sicilian,6.0,23.0,29.0
sick,558.0,353.0,911.0
sickb,0.0,1.0,1.0
sicken,119.0,42.0,161.0
sicker,2.0,1.0,3.0
sickest,10.0,3.0,13.0
sicki,1.0,1.0,2.0
sicko,5.0,3.0,8.0
sid,19.0,18.0,37.0
siddi,1.0,0.0,1.0
side,151.0,148.0,299.0
sideburn,1.0,0.0,1.0
sidekick,30.0,31.0,61.0
sidelin,10.0,4.0,14.0
sidenot,2.0,2.0,4.0
sidesaddl,1.0,0.0,1.0
sidesplit,3.0,8.0,11.0
sidestep,3.0,5.0,8.0
sideswip,1.0,2.0,3.0
sidetrack,8.0,7.0,15.0
sidewalk,1.0,3.0,4.0
sideway,10.0,3.0,13.0
sidey,1.0,0.0,1.0
sidious,0.0,1.0,1.0
sidl,0.0,2.0,2.0
sidney,14.0,30.0,44.0
siebenm,0.0,1.0,1.0
sieg,7.0,3.0,10.0
siegel,2.0,10.0,12.0
siegfri,2.0,20.0,22.0
sienna,4.0,13.0,17.0
sierck,0.0,1.0,1.0
sierr,1.0,0.0,1.0
sierra,3.0,2.0,5.0
siesta,1.0,1.0,2.0
siev,3.0,0.0,3.0
sift,3.0,4.0,7.0
sig,2.0,3.0,5.0
sigel,0.0,1.0,1.0
sigfri,1.0,1.0,2.0
sigh,53.0,33.0,86.0
sight,76.0,75.0,151.0
sightless,1.0,0.0,1.0
sightse,3.0,0.0,3.0
sigmund,0.0,2.0,2.0
sign,181.0,145.0,326.0
signal,36.0,18.0,54.0
signatur,2.0,2.0,4.0
signboard,0.0,1.0,1.0
signifi,27.0,22.0,49.0
signific,197.0,226.0,423.0
signior,0.0,1.0,1.0
signor,0.0,1.0,1.0
signorelli,0.0,3.0,3.0
signpost,8.0,0.0,8.0
sigourney,1.0,10.0,11.0
sigrid,7.0,4.0,11.0
sigur,1.0,2.0,3.0
sijan,0.0,2.0,2.0
sik,1.0,2.0,3.0
sike,0.0,5.0,5.0
sikh,2.0,2.0,4.0
sikintisi,0.0,1.0,1.0
sikk,1.0,0.0,1.0
sikkim,0.0,3.0,3.0
sila,2.0,0.0,2.0
silberl,0.0,11.0,11.0
silberman,0.0,1.0,1.0
silbi,1.0,0.0,1.0
silenc,14.0,27.0,41.0
silencio,0.0,1.0,1.0
silent,283.0,507.0,790.0
silhouet,5.0,4.0,9.0
silhouett,3.0,4.0,7.0
silicon,4.0,1.0,5.0
silk,6.0,0.0,6.0
silken,1.0,2.0,3.0
silki,0.0,3.0,3.0
silkk,1.0,0.0,1.0
sill,2.0,1.0,3.0
silla,0.0,5.0,5.0
sillest,0.0,1.0,1.0
silli,1255.0,605.0,1860.0
sillier,22.0,10.0,32.0
silliest,26.0,6.0,32.0
sillywood,1.0,0.0,1.0
silo,3.0,0.0,3.0
silsbi,0.0,1.0,1.0
silva,1.0,1.0,2.0
silvana,1.0,2.0,3.0
silvano,3.0,1.0,4.0
silver,32.0,24.0,56.0
silverado,0.0,1.0,1.0
silverdoc,0.0,1.0,1.0
silverheel,0.0,1.0,1.0
silverlak,0.0,2.0,2.0
silverman,6.0,12.0,18.0
silverstein,0.0,5.0,5.0
silverw,2.0,4.0,6.0
silverwar,0.0,1.0,1.0
silvestr,1.0,1.0,2.0
silvestri,2.0,1.0,3.0
silvestro,1.0,0.0,1.0
silvia,4.0,0.0,4.0
silvio,0.0,6.0,6.0
sim,5.0,14.0,19.0
sima,0.0,4.0,4.0
simarik,1.0,0.0,1.0
simba,5.0,11.0,16.0
simialr,0.0,1.0,1.0
simian,6.0,3.0,9.0
simil,0.0,1.0,1.0
similalri,0.0,1.0,1.0
similar,791.0,1058.0,1849.0
similiar,1.0,5.0,6.0
simira,1.0,0.0,1.0
simm,1.0,2.0,3.0
simmer,10.0,12.0,22.0
simmon,0.0,1.0,1.0
simon,55.0,112.0,167.0
simona,4.0,0.0,4.0
simonelli,0.0,2.0,2.0
simonetta,2.0,0.0,2.0
simonetti,2.0,1.0,3.0
simonson,0.0,1.0,1.0
simpathet,1.0,1.0,2.0
simper,13.0,3.0,16.0
simpkin,1.0,0.0,1.0
simpl,640.0,1270.0,1910.0
simplemind,6.0,0.0,6.0
simpler,11.0,23.0,34.0
simplest,18.0,19.0,37.0
simpleton,2.0,3.0,5.0
simpley,0.0,1.0,1.0
simpli,2195.0,1665.0,3860.0
simplic,0.0,5.0,5.0
simplifi,27.0,15.0,42.0
simplist,119.0,94.0,213.0
simplyan,0.0,1.0,1.0
simplyfi,1.0,0.0,1.0
simpson,12.0,6.0,18.0
simpsonian,0.0,1.0,1.0
simran,5.0,5.0,10.0
simul,49.0,18.0,67.0
simular,1.0,0.0,1.0
simulcast,1.0,0.0,1.0
simultan,67.0,114.0,181.0
simultani,0.0,1.0,1.0
sin,47.0,46.0,93.0
sinai,1.0,0.0,1.0
sinan,0.0,1.0,1.0
sinatra,28.0,176.0,204.0
sinbad,2.0,1.0,3.0
sincer,139.0,173.0,312.0
sincerest,3.0,4.0,7.0
sinclair,3.0,3.0,6.0
sindhoor,0.0,1.0,1.0
sine,1.0,2.0,3.0
sinead,0.0,2.0,2.0
sines,3.0,0.0,3.0
sinewi,1.0,1.0,2.0
sing,519.0,709.0,1228.0
singabl,1.0,1.0,2.0
singalong,0.0,2.0,2.0
singapor,2.0,6.0,8.0
singaporean,10.0,1.0,11.0
singelton,0.0,1.0,1.0
singer,16.0,28.0,44.0
singh,4.0,1.0,5.0
singin,2.0,10.0,12.0
singl,1050.0,768.0,1818.0
singlehand,7.0,10.0,17.0
singleton,7.0,0.0,7.0
sings,0.0,1.0,1.0
singular,32.0,34.0,66.0
sinhales,0.0,1.0,1.0
sinhu,0.0,6.0,6.0
sini,2.0,0.0,2.0
sinist,45.0,84.0,129.0
sink,147.0,81.0,228.0
sinni,1.0,0.0,1.0
sinnist,0.0,1.0,1.0
sinnui,0.0,1.0,1.0
sinometr,1.0,0.0,1.0
sinouh,0.0,1.0,1.0
sinthasomphon,1.0,0.0,1.0
sintown,2.0,0.0,2.0
sinuh,0.0,12.0,12.0
sinuoeh,0.0,1.0,1.0
sinuous,1.0,4.0,5.0
sinus,2.0,0.0,2.0
sinyard,1.0,0.0,1.0
siobhan,0.0,6.0,6.0
siodmak,4.0,4.0,8.0
sion,1.0,1.0,2.0
sioux,1.0,1.0,2.0
siouxsi,0.0,1.0,1.0
sip,11.0,15.0,26.0
sipho,0.0,1.0,1.0
siphon,2.0,3.0,5.0
sipus,1.0,0.0,1.0
sir,41.0,94.0,135.0
sire,3.0,4.0,7.0
siren,7.0,4.0,11.0
sirhan,0.0,1.0,1.0
sirin,1.0,0.0,1.0
sirk,7.0,27.0,34.0
sirkian,1.0,0.0,1.0
sirpa,0.0,1.0,1.0
sirti,1.0,0.0,1.0
sis,0.0,2.0,2.0
sisabl,0.0,1.0,1.0
sisco,0.0,1.0,1.0
sisk,1.0,0.0,1.0
siskel,0.0,3.0,3.0
siskl,0.0,1.0,1.0
sisley,1.0,0.0,1.0
sissi,33.0,42.0,75.0
sissifi,2.0,0.0,2.0
sissili,1.0,0.0,1.0
sissorhand,0.0,1.0,1.0
sista,0.0,1.0,1.0
sister,73.0,143.0,216.0
sisterhood,1.0,1.0,2.0
sisto,1.0,0.0,1.0
sisyphean,1.0,0.0,1.0
sit,1444.0,793.0,2237.0
sita,0.0,11.0,11.0
sitch,0.0,2.0,2.0
sitck,0.0,1.0,1.0
sitcom,35.0,28.0,63.0
site,6.0,6.0,12.0
sith,1.0,4.0,5.0
sithandra,1.0,0.0,1.0
sitm,0.0,1.0,1.0
sitra,1.0,0.0,1.0
sitter,2.0,0.0,2.0
situat,26.0,35.0,61.0
siu,1.0,6.0,7.0
siv,0.0,3.0,3.0
sivaji,1.0,0.0,1.0
sivajiganeshan,1.0,0.0,1.0
sivan,3.0,1.0,4.0
sivana,0.0,1.0,1.0
sixpack,1.0,0.0,1.0
sixteen,29.0,23.0,52.0
sixteenth,7.0,3.0,10.0
sixth,54.0,58.0,112.0
sixti,13.0,24.0,37.0
sixtyish,1.0,1.0,2.0
siyasiyabend,0.0,3.0,3.0
sizabl,7.0,11.0,18.0
size,81.0,57.0,138.0
sizeabl,5.0,0.0,5.0
sizemor,0.0,1.0,1.0
sizilian,0.0,1.0,1.0
sizzl,5.0,27.0,32.0
sj,0.0,8.0,8.0
sjoman,0.0,5.0,5.0
sjostrom,0.0,4.0,4.0
sk,2.0,1.0,3.0
ska,2.0,1.0,3.0
skagway,0.0,6.0,6.0
skank,1.0,1.0,2.0
skanki,4.0,1.0,5.0
skankvill,1.0,0.0,1.0
skarsg,2.0,0.0,2.0
skarsgard,2.0,0.0,2.0
skarsten,1.0,0.0,1.0
skat,0.0,1.0,1.0
skate,37.0,58.0,95.0
skateboard,9.0,57.0,66.0
skatekey,0.0,1.0,1.0
skater,1.0,3.0,4.0
skedaddl,2.0,1.0,3.0
skeet,1.0,0.0,1.0
skeeziest,1.0,0.0,1.0
skeffington,0.0,1.0,1.0
skein,1.0,0.0,1.0
skelat,0.0,1.0,1.0
skelet,15.0,9.0,24.0
skeleton,7.0,4.0,11.0
skeletor,2.0,0.0,2.0
skellen,1.0,0.0,1.0
skelton,1.0,2.0,3.0
skenbart,2.0,0.0,2.0
skeptic,43.0,62.0,105.0
skeptico,2.0,0.0,2.0
skerritt,4.0,1.0,5.0
sketch,25.0,21.0,46.0
sketchbook,1.0,0.0,1.0
sketchi,23.0,16.0,39.0
sketchier,0.0,1.0,1.0
sketchili,0.0,1.0,1.0
skew,27.0,14.0,41.0
skewer,12.0,15.0,27.0
ski,57.0,6.0,63.0
skid,4.0,4.0,8.0
skidoo,1.0,0.0,1.0
skikkelig,1.0,0.0,1.0
skil,1.0,10.0,11.0
skill,114.0,163.0,277.0
skim,23.0,12.0,35.0
skimp,11.0,8.0,19.0
skimpi,27.0,10.0,37.0
skimpier,5.0,0.0,5.0
skimpiest,1.0,0.0,1.0
skimpili,2.0,0.0,2.0
skimpol,0.0,1.0,1.0
skin,107.0,63.0,170.0
skinemax,2.0,1.0,3.0
skinflint,0.0,1.0,1.0
sking,0.0,1.0,1.0
skinhead,5.0,1.0,6.0
skinless,0.0,1.0,1.0
skinner,0.0,1.0,1.0
skinni,55.0,24.0,79.0
skinnier,1.0,0.0,1.0
skinniest,1.0,0.0,1.0
skinnydip,0.0,1.0,1.0
skintight,1.0,1.0,2.0
skip,365.0,144.0,509.0
skipabl,1.0,0.0,1.0
skippabl,1.0,0.0,1.0
skipper,0.0,3.0,3.0
skippi,3.0,10.0,13.0
skipworth,1.0,3.0,4.0
skirmish,2.0,1.0,3.0
skirt,4.0,7.0,11.0
skit,12.0,6.0,18.0
skitter,0.0,3.0,3.0
skittish,1.0,0.0,1.0
skitz,0.0,2.0,2.0
skitzoid,0.0,1.0,1.0
sklar,1.0,0.0,1.0
skoda,1.0,0.0,1.0
skosh,0.0,1.0,1.0
skoura,1.0,0.0,1.0
skr,2.0,0.0,2.0
skree,2.0,0.0,2.0
skulk,4.0,7.0,11.0
skull,24.0,6.0,30.0
skungi,1.0,0.0,1.0
skunk,4.0,10.0,14.0
sky,27.0,49.0,76.0
skydiv,3.0,0.0,3.0
skye,2.0,0.0,2.0
skyggen,1.0,0.0,1.0
skylight,2.0,0.0,2.0
skylin,2.0,1.0,3.0
skynet,1.0,0.0,1.0
skyrocket,3.0,3.0,6.0
skys,0.0,1.0,1.0
skyscrap,3.0,1.0,4.0
skyward,2.0,0.0,2.0
slab,1.0,0.0,1.0
slack,13.0,9.0,22.0
slacken,2.0,2.0,4.0
slacker,0.0,4.0,4.0
slade,0.0,4.0,4.0
slag,4.0,3.0,7.0
slagter,0.0,1.0,1.0
slain,8.0,14.0,22.0
slaj,0.0,1.0,1.0
slake,2.0,1.0,3.0
slam,54.0,50.0,104.0
slambang,0.0,1.0,1.0
slander,6.0,5.0,11.0
slang,5.0,7.0,12.0
slant,11.0,12.0,23.0
slap,207.0,89.0,296.0
slapchop,1.0,0.0,1.0
slapdash,8.0,2.0,10.0
slapp,0.0,1.0,1.0
slapper,1.0,0.0,1.0
slappin,1.0,0.0,1.0
slapshot,0.0,1.0,1.0
slapstick,116.0,122.0,238.0
slapsticki,1.0,0.0,1.0
slash,57.0,38.0,95.0
slasher,184.0,104.0,288.0
slashervill,1.0,0.0,1.0
slat,0.0,1.0,1.0
slate,14.0,21.0,35.0
slateboard,1.0,0.0,1.0
slater,8.0,1.0,9.0
slather,4.0,0.0,4.0
slaughter,95.0,50.0,145.0
slaughterfest,1.0,0.0,1.0
slaughterhous,3.0,0.0,3.0
slaughterman,0.0,1.0,1.0
slausen,0.0,14.0,14.0
slaussen,0.0,1.0,1.0
slauter,1.0,0.0,1.0
slave,62.0,60.0,122.0
slaver,2.0,3.0,5.0
slaveri,1.0,3.0,4.0
slavic,9.0,5.0,14.0
slavin,0.0,3.0,3.0
slavish,2.0,3.0,5.0
slavoj,0.0,3.0,3.0
slay,23.0,18.0,41.0
slayer,6.0,1.0,7.0
slayn,0.0,1.0,1.0
slayrid,1.0,0.0,1.0
slc,1.0,3.0,4.0
sld,1.0,0.0,1.0
sleaz,28.0,17.0,45.0
sleazebag,1.0,0.0,1.0
sleazefest,2.0,1.0,3.0
sleazi,138.0,110.0,248.0
sleazier,4.0,5.0,9.0
sleaziest,2.0,4.0,6.0
sleazoid,0.0,1.0,1.0
sled,8.0,8.0,16.0
sledg,2.0,2.0,4.0
sledgehamm,7.0,4.0,11.0
sleek,9.0,17.0,26.0
sleeker,1.0,1.0,2.0
sleep,549.0,316.0,865.0
sleepaped,1.0,0.0,1.0
sleepaway,1.0,1.0,2.0
sleeper,9.0,25.0,34.0
sleepi,33.0,21.0,54.0
sleepili,0.0,2.0,2.0
sleepless,7.0,5.0,12.0
sleepov,0.0,1.0,1.0
sleepwalk,45.0,8.0,53.0
sleet,0.0,1.0,1.0
sleev,35.0,11.0,46.0
sleeveless,3.0,3.0,6.0
sleezebag,1.0,0.0,1.0
sleezi,1.0,1.0,2.0
sleigh,6.0,3.0,9.0
slender,1.0,3.0,4.0
slep,1.0,0.0,1.0
slept,49.0,21.0,70.0
sleptwalk,1.0,0.0,1.0
slesing,2.0,0.0,2.0
sleuth,5.0,10.0,15.0
slevin,1.0,1.0,2.0
slew,2.0,7.0,9.0
slezak,1.0,0.0,1.0
sli,43.0,59.0,102.0
slice,56.0,30.0,86.0
slick,73.0,103.0,176.0
slicker,1.0,0.0,1.0
slickest,0.0,2.0,2.0
slickster,0.0,1.0,1.0
slid,8.0,3.0,11.0
slide,47.0,47.0,94.0
slight,654.0,706.0,1360.0
slighter,0.0,5.0,5.0
slightest,147.0,53.0,200.0
slighti,0.0,2.0,2.0
slightyli,0.0,1.0,1.0
sligth,0.0,1.0,1.0
slim,46.0,47.0,93.0
slime,3.0,1.0,4.0
slimebal,0.0,2.0,2.0
slimey,2.0,0.0,2.0
slimi,33.0,57.0,90.0
slimiest,1.0,1.0,2.0
slimmer,2.0,0.0,2.0
sling,7.0,16.0,23.0
slingblad,2.0,0.0,2.0
slingshot,2.0,1.0,3.0
slink,7.0,3.0,10.0
slinki,4.0,6.0,10.0
slip,102.0,124.0,226.0
slipknot,2.0,1.0,3.0
slipper,3.0,2.0,5.0
slipperi,3.0,5.0,8.0
slipshod,5.0,1.0,6.0
slipstream,2.0,0.0,2.0
slit,30.0,15.0,45.0
slitheen,1.0,1.0,2.0
slither,9.0,7.0,16.0
sliver,1.0,2.0,3.0
slllloooowwwwww,1.0,0.0,1.0
slo,9.0,1.0,10.0
sloan,0.0,2.0,2.0
sloatman,1.0,0.0,1.0
slob,4.0,5.0,9.0
slobber,8.0,2.0,10.0
slobbi,1.0,2.0,3.0
slobbish,0.0,1.0,1.0
slobodan,1.0,3.0,4.0
slocomb,0.0,1.0,1.0
slog,7.0,5.0,12.0
slogan,1.0,2.0,3.0
sloggi,1.0,0.0,1.0
slomo,2.0,0.0,2.0
slooooooooow,1.0,0.0,1.0
slooooow,2.0,0.0,2.0
sloooow,3.0,0.0,3.0
sloooowli,1.0,0.0,1.0
sloooowwww,1.0,0.0,1.0
sloooowwwww,1.0,0.0,1.0
slop,13.0,0.0,13.0
slope,0.0,5.0,5.0
sloppi,161.0,61.0,222.0
sloppier,2.0,1.0,3.0
sloppiest,3.0,0.0,3.0
sloppili,27.0,2.0,29.0
sloppish,1.0,0.0,1.0
slosh,4.0,1.0,5.0
slot,8.0,5.0,13.0
sloth,2.0,2.0,4.0
slothi,0.0,1.0,1.0
slotin,0.0,2.0,2.0
slotnick,0.0,2.0,2.0
slouch,4.0,7.0,11.0
slouchi,0.0,1.0,1.0
slough,1.0,1.0,2.0
slovak,3.0,0.0,3.0
slovakian,0.0,1.0,1.0
sloven,3.0,9.0,12.0
slovenia,3.0,1.0,4.0
slovenian,3.0,8.0,11.0
slow,1302.0,942.0,2244.0
slowenian,0.0,1.0,1.0
slower,39.0,45.0,84.0
slowest,11.0,5.0,16.0
slowish,1.0,0.0,1.0
slowli,335.0,461.0,796.0
sloww,1.0,0.0,1.0
slowwwwww,2.0,0.0,2.0
slp,0.0,1.0,1.0
slr,1.0,0.0,1.0
sludgi,1.0,1.0,2.0
slug,31.0,8.0,39.0
sluggish,36.0,15.0,51.0
sluizer,1.0,0.0,1.0
slum,30.0,13.0,43.0
slumber,6.0,4.0,10.0
slumdog,0.0,2.0,2.0
slummin,1.0,0.0,1.0
slump,8.0,9.0,17.0
slung,2.0,0.0,2.0
slur,6.0,3.0,9.0
slurp,8.0,3.0,11.0
slush,1.0,0.0,1.0
slushi,4.0,2.0,6.0
slut,19.0,6.0,25.0
slutti,29.0,15.0,44.0
sluttiest,1.0,0.0,1.0
sluttish,4.0,5.0,9.0
sluzbenom,1.0,1.0,2.0
slyli,2.0,8.0,10.0
slyvest,0.0,1.0,1.0
sm,1.0,1.0,2.0
sma,2.0,0.0,2.0
smack,47.0,42.0,89.0
smackdown,0.0,12.0,12.0
smacko,0.0,1.0,1.0
smal,1.0,0.0,1.0
small,1327.0,1851.0,3178.0
smaller,81.0,122.0,203.0
smallest,31.0,39.0,70.0
smallish,2.0,7.0,9.0
smallpox,2.0,8.0,10.0
smalltalk,1.0,0.0,1.0
smalltim,0.0,1.0,1.0
smalltown,3.0,1.0,4.0
smallvill,6.0,5.0,11.0
smallwe,0.0,4.0,4.0
smallwood,1.0,0.0,1.0
smarmi,13.0,13.0,26.0
smarmiest,1.0,0.0,1.0
smarmili,0.0,1.0,1.0
smart,390.0,449.0,839.0
smarta,1.0,0.0,1.0
smartassi,1.0,0.0,1.0
smarten,0.0,1.0,1.0
smarter,27.0,38.0,65.0
smartest,15.0,17.0,32.0
smarti,2.0,1.0,3.0
smartish,0.0,1.0,1.0
smartmouth,0.0,1.0,1.0
smash,106.0,73.0,179.0
smashmouth,1.0,0.0,1.0
smatter,6.0,1.0,7.0
smayb,1.0,0.0,1.0
smeagol,0.0,1.0,1.0
smear,26.0,12.0,38.0
smeari,1.0,0.0,1.0
smeghead,1.0,0.0,1.0
smell,57.0,57.0,114.0
smelli,14.0,8.0,22.0
smelliest,2.0,0.0,2.0
smelt,2.0,0.0,2.0
smg,0.0,1.0,1.0
smidg,0.0,1.0,1.0
smidgeon,0.0,1.0,1.0
smight,1.0,0.0,1.0
smile,183.0,281.0,464.0
smiley,2.0,2.0,4.0
smirk,34.0,8.0,42.0
smirki,4.0,1.0,5.0
smirkish,1.0,0.0,1.0
smit,0.0,1.0,1.0
smita,0.0,4.0,4.0
smith,82.0,163.0,245.0
smithe,10.0,0.0,10.0
smithereen,3.0,4.0,7.0
smithsonian,2.0,0.0,2.0
smitrovich,2.0,1.0,3.0
smitten,23.0,31.0,54.0
smmf,1.0,0.0,1.0
smne,1.0,0.0,1.0
smog,0.0,2.0,2.0
smoggi,3.0,0.0,3.0
smoke,185.0,116.0,301.0
smoker,0.0,1.0,1.0
smokescreen,1.0,2.0,3.0
smokey,2.0,0.0,2.0
smoki,5.0,5.0,10.0
smokin,4.0,3.0,7.0
smokl,1.0,0.0,1.0
smolder,6.0,7.0,13.0
smooch,6.0,1.0,7.0
smoochi,2.0,1.0,3.0
smoooooookin,1.0,0.0,1.0
smoosh,1.0,0.0,1.0
smoot,1.0,0.0,1.0
smooth,71.0,195.0,266.0
smoother,6.0,6.0,12.0
smoothest,1.0,2.0,3.0
smother,14.0,10.0,24.0
smoulder,0.0,6.0,6.0
sms,1.0,0.0,1.0
smtm,1.0,0.0,1.0
smudg,3.0,2.0,5.0
smudgi,1.0,0.0,1.0
smug,40.0,26.0,66.0
smuggl,30.0,63.0,93.0
smuggler,1.0,3.0,4.0
smultronst,0.0,2.0,2.0
smurf,1.0,0.0,1.0
smush,1.0,0.0,1.0
smut,6.0,1.0,7.0
smutti,1.0,3.0,4.0
smuttier,0.0,1.0,1.0
snack,6.0,5.0,11.0
snackin,1.0,0.0,1.0
snaffl,0.0,2.0,2.0
snafu,5.0,1.0,6.0
snafuperman,1.0,0.0,1.0
snag,3.0,14.0,17.0
snaggl,0.0,1.0,1.0
snaggletooth,1.0,0.0,1.0
snail,35.0,7.0,42.0
snailish,1.0,0.0,1.0
snake,87.0,32.0,119.0
snakehead,1.0,0.0,1.0
snakelik,1.0,1.0,2.0
snakeskin,1.0,0.0,1.0
snakey,0.0,1.0,1.0
snaki,0.0,4.0,4.0
snap,68.0,67.0,135.0
snapper,0.0,1.0,1.0
snappi,33.0,51.0,84.0
snappier,2.0,1.0,3.0
snappili,0.0,2.0,2.0
snapshot,2.0,4.0,6.0
snar,0.0,1.0,1.0
snare,1.0,9.0,10.0
snarki,7.0,2.0,9.0
snarl,26.0,5.0,31.0
snatch,25.0,41.0,66.0
snatcher,1.0,5.0,6.0
snaut,0.0,1.0,1.0
snazzi,2.0,3.0,5.0
snazzier,0.0,1.0,1.0
snazziest,1.0,0.0,1.0
snazzili,1.0,0.0,1.0
sne,0.0,1.0,1.0
sneak,119.0,104.0,223.0
sneaker,0.0,1.0,1.0
sneaki,5.0,14.0,19.0
sneakili,3.0,2.0,5.0
sneakin,0.0,1.0,1.0
snear,1.0,0.0,1.0
sneek,2.0,1.0,3.0
sneer,14.0,19.0,33.0
sneez,7.0,6.0,13.0
snehal,2.0,0.0,2.0
snell,1.0,0.0,1.0
snib,0.0,1.0,1.0
snicker,16.0,9.0,25.0
snide,8.0,4.0,12.0
snider,2.0,1.0,3.0
snif,16.0,14.0,30.0
sniff,13.0,7.0,20.0
sniffer,0.0,1.0,1.0
sniffi,0.0,1.0,1.0
sniffish,0.0,1.0,1.0
sniffl,0.0,3.0,3.0
sniffmus,1.0,0.0,1.0
snigger,3.0,2.0,5.0
snip,8.0,3.0,11.0
snipe,27.0,9.0,36.0
sniper,20.0,9.0,29.0
snippet,2.0,1.0,3.0
snippi,4.0,4.0,8.0
snitch,1.0,4.0,5.0
snitcki,0.0,1.0,1.0
snitski,0.0,1.0,1.0
snivel,6.0,7.0,13.0
snl,27.0,16.0,43.0
snm,0.0,1.0,1.0
snob,2.0,5.0,7.0
snobbi,9.0,5.0,14.0
snobbier,0.0,1.0,1.0
snobbish,8.0,18.0,26.0
snobism,0.0,1.0,1.0
snobist,2.0,0.0,2.0
snocker,1.0,0.0,1.0
snog,3.0,3.0,6.0
